"subject_id","treatment_id","paper_id","choice","endowment","cooperation","gender","age"
"2020Bas115_2a_iice13","2020Bas115_2a","2020Bas115",3,10,0.3,1,21
"2020Bas115_2a_iimo13","2020Bas115_2a","2020Bas115",5,10,0.5,1,23
"2020Bas115_2a_ijjo09","2020Bas115_2a","2020Bas115",3,10,0.3,1,22
"2020Bas115_2a_imja22","2020Bas115_2a","2020Bas115",0,10,0,1,23
"2020Bas115_2a_imwo14","2020Bas115_2a","2020Bas115",0,10,0,1,25
"2020Bas115_2a_ipah25","2020Bas115_2a","2020Bas115",1,10,0.1,0,28
"2020Bas115_2a_jmbo10","2020Bas115_2a","2020Bas115",0,10,0,0,35
"2020Bas115_2a_lahi20","2020Bas115_2a","2020Bas115",5,10,0.5,1,21
"2020Bas115_2a_lbia18","2020Bas115_2a","2020Bas115",5,10,0.5,0,29
"2020Bas115_2a_lcge22","2020Bas115_2a","2020Bas115",2,10,0.2,1,26
"2020Bas115_2a_lhue29","2020Bas115_2a","2020Bas115",5,10,0.5,1,34
"2020Bas115_2a_llii05","2020Bas115_2a","2020Bas115",0,10,0,1,23
"2020Bas115_2a_mcho24","2020Bas115_2a","2020Bas115",5,10,0.5,1,25
"2020Bas115_2a_naga22","2020Bas115_2a","2020Bas115",0,10,0,1,32
"2020Bas115_2a_neio26","2020Bas115_2a","2020Bas115",0,10,0,1,29
"2020Bas115_2a_neji13","2020Bas115_2a","2020Bas115",2,10,0.2,1,23
"2020Bas115_2a_nesa18","2020Bas115_2a","2020Bas115",2,10,0.2,1,22
"2020Bas115_2a_nkye05","2020Bas115_2a","2020Bas115",4,10,0.4,0,28
"2020Bas115_2a_nldy29","2020Bas115_2a","2020Bas115",5,10,0.5,1,28
"2020Bas115_2a_nmpo08","2020Bas115_2a","2020Bas115",1,10,0.1,1,27
"2020Bas115_2a_nsgo08","2020Bas115_2a","2020Bas115",4,10,0.4,1,23
"2020Bas115_2a_nsno17","2020Bas115_2a","2020Bas115",0,10,0,0,19
"2020Bas115_2a_nsnu29","2020Bas115_2a","2020Bas115",2,10,0.2,1,25
"2020Bas115_2a_oaju25","2020Bas115_2a","2020Bas115",5,10,0.5,0,27
"2020Bas115_2a_obdl31","2020Bas115_2a","2020Bas115",4,10,0.4,1,21
"2020Bas115_2a_ocio26","2020Bas115_2a","2020Bas115",4,10,0.4,1,30
"2020Bas115_2a_ocme04","2020Bas115_2a","2020Bas115",4,10,0.4,0,27
"2020Bas115_2a_ocmu18","2020Bas115_2a","2020Bas115",5,10,0.5,0,23
"2020Bas115_2a_oesi24","2020Bas115_2a","2020Bas115",0,10,0,0,25
"2020Bas115_2a_ojea25","2020Bas115_2a","2020Bas115",0,10,0,0,61
"2020Bas115_2a_okmi03","2020Bas115_2a","2020Bas115",1,10,0.1,1,23
"2020Bas115_2a_okpe06","2020Bas115_2a","2020Bas115",0,10,0,0,22
"2020Bas115_2a_omeo02","2020Bas115_2a","2020Bas115",3,10,0.3,0,23
"2020Bas115_2a_omra22","2020Bas115_2a","2020Bas115",5,10,0.5,1,21
"2020Bas115_2a_omro31","2020Bas115_2a","2020Bas115",0,10,0,1,24
"2020Bas115_2a_osmr18","2020Bas115_2a","2020Bas115",5,10,0.5,1,27
"2020Bas115_2a_osur07","2020Bas115_2a","2020Bas115",3,10,0.3,0,24
"2020Bas115_2a_ouht02","2020Bas115_2a","2020Bas115",5,10,0.5,1,24
"2020Bas115_2a_rbba15","2020Bas115_2a","2020Bas115",4,10,0.4,1,27
"2020Bas115_2a_rbtr19","2020Bas115_2a","2020Bas115",0,10,0,0,24
"2020Bas115_2a_rmmi27","2020Bas115_2a","2020Bas115",0,10,0,0,25
"2020Bas115_2a_sbaf19","2020Bas115_2a","2020Bas115",0,10,0,1,21
"2020Bas115_2a_uari14","2020Bas115_2a","2020Bas115",3,10,0.3,1,26
"2020Bas115_2a_ubka03","2020Bas115_2a","2020Bas115",0,10,0,1,23
"2020Bas115_2a_ubmo02","2020Bas115_2a","2020Bas115",5,10,0.5,1,22
"2020Bas115_2a_ueao29","2020Bas115_2a","2020Bas115",4,10,0.4,1,24
"2020Bas115_2a_ushi13","2020Bas115_2a","2020Bas115",5,10,0.5,1,27
"2020Bas115_2a_ustu15","2020Bas115_2a","2020Bas115",3,10,0.3,1,23
"2020Bas115_2a_utao29","2020Bas115_2a","2020Bas115",0,10,0,1,29
"2020Bas115_2a_utva04","2020Bas115_2a","2020Bas115",0,10,0,1,22
"2020Bas115_2a_vasb28","2020Bas115_2a","2020Bas115",4,10,0.4,1,22
"2020Bas115_2a_vpmu27","2020Bas115_2a","2020Bas115",0,10,0,1,27
"2020Bas115_2a_ytca09","2020Bas115_2a","2020Bas115",5,10,0.5,1,24
"2020Bas115_1a_aaar13","2020Bas115_1a","2020Bas115",5,10,0.5,1,74
"2020Bas115_1a_aahr03","2020Bas115_1a","2020Bas115",5,10,0.5,1,24
"2020Bas115_1a_aavr09","2020Bas115_1a","2020Bas115",0,10,0,1,22
"2020Bas115_1a_aawo25","2020Bas115_1a","2020Bas115",4,10,0.4,0,36
"2020Bas115_1a_abcn29","2020Bas115_1a","2020Bas115",0,10,0,0,23
"2020Bas115_1a_abco29","2020Bas115_1a","2020Bas115",5,10,0.5,1,25
"2020Bas115_1a_abdo25","2020Bas115_1a","2020Bas115",5,10,0.5,1,24
"2020Bas115_1a_abju25","2020Bas115_1a","2020Bas115",4,10,0.4,0,30
"2020Bas115_1a_abmt22","2020Bas115_1a","2020Bas115",5,10,0.5,0,27
"2020Bas115_1a_aboo18","2020Bas115_1a","2020Bas115",5,10,0.5,1,28
"2020Bas115_1a_abwt17","2020Bas115_1a","2020Bas115",5,10,0.5,0,25
"2020Bas115_1a_acje13","2020Bas115_1a","2020Bas115",3,10,0.3,0,22
"2020Bas115_1a_adgu03","2020Bas115_1a","2020Bas115",5,10,0.5,0,28
"2020Bas115_1a_aehr08","2020Bas115_1a","2020Bas115",5,10,0.5,0,27
"2020Bas115_1a_agdc16","2020Bas115_1a","2020Bas115",4,10,0.4,1,24
"2020Bas115_1a_agga18","2020Bas115_1a","2020Bas115",5,10,0.5,1,24
"2020Bas115_1a_agho14","2020Bas115_1a","2020Bas115",5,10,0.5,1,24
"2020Bas115_1a_agoo23","2020Bas115_1a","2020Bas115",5,10,0.5,0,36
"2020Bas115_1a_aida08","2020Bas115_1a","2020Bas115",5,10,0.5,1,27
"2020Bas115_1a_aimo13","2020Bas115_1a","2020Bas115",5,10,0.5,1,22
"2020Bas115_1a_akja06","2020Bas115_1a","2020Bas115",5,10,0.5,0,22
"2020Bas115_1a_akmo15","2020Bas115_1a","2020Bas115",5,10,0.5,1,24
"2020Bas115_1a_akno23","2020Bas115_1a","2020Bas115",0,10,0,0,26
"2020Bas115_1a_amra13","2020Bas115_1a","2020Bas115",5,10,0.5,1,26
"2020Bas115_1a_amtu29","2020Bas115_1a","2020Bas115",5,10,0.5,1,24
"2020Bas115_1a_amwa20","2020Bas115_1a","2020Bas115",5,10,0.5,0,25
"2020Bas115_1a_amwu22","2020Bas115_1a","2020Bas115",4,10,0.4,0,21
"2020Bas115_1a_aodi09","2020Bas115_1a","2020Bas115",5,10,0.5,0,23
"2020Bas115_1a_apfo19","2020Bas115_1a","2020Bas115",5,10,0.5,1,21
"2020Bas115_1a_asdu12","2020Bas115_1a","2020Bas115",5,10,0.5,0,29
"2020Bas115_1a_ashe14","2020Bas115_1a","2020Bas115",5,10,0.5,1,24
"2020Bas115_1a_asit10","2020Bas115_1a","2020Bas115",5,10,0.5,0,31
"2020Bas115_1a_asko17","2020Bas115_1a","2020Bas115",3,10,0.3,1,20
"2020Bas115_1a_asko29","2020Bas115_1a","2020Bas115",5,10,0.5,0,24
"2020Bas115_1a_atbu30","2020Bas115_1a","2020Bas115",5,10,0.5,0,30
"2020Bas115_1a_atkr26","2020Bas115_1a","2020Bas115",5,10,0.5,1,22
"2020Bas115_1a_atra26","2020Bas115_1a","2020Bas115",4,10,0.4,0,30
"2020Bas115_1a_avna11","2020Bas115_1a","2020Bas115",0,10,0,0,30
"2020Bas115_1a_azmo30","2020Bas115_1a","2020Bas115",5,10,0.5,0,27
"2020Bas115_1a_eamo23","2020Bas115_1a","2020Bas115",3,10,0.3,0,18
"2020Bas115_1a_eato23","2020Bas115_1a","2020Bas115",5,10,0.5,1,27
"2020Bas115_1a_eauc13","2020Bas115_1a","2020Bas115",4,10,0.4,1,22
"2020Bas115_1a_eawo06","2020Bas115_1a","2020Bas115",0,10,0,0,19
"2020Bas115_1a_eckr06","2020Bas115_1a","2020Bas115",5,10,0.5,1,27
"2020Bas115_1a_eeho29","2020Bas115_1a","2020Bas115",5,10,0.5,0,24
"2020Bas115_1a_eewa31","2020Bas115_1a","2020Bas115",5,10,0.5,0,30
"2020Bas115_1a_egno19","2020Bas115_1a","2020Bas115",4,10,0.4,1,23
"2020Bas115_1a_eivi27","2020Bas115_1a","2020Bas115",5,10,0.5,1,19
"2020Bas115_1a_ejvo27","2020Bas115_1a","2020Bas115",5,10,0.5,1,30
"2020Bas115_1a_ekfo24","2020Bas115_1a","2020Bas115",4,10,0.4,1,25
"2020Bas115_1a_ekma18","2020Bas115_1a","2020Bas115",5,10,0.5,1,22
"2020Bas115_1a_emgu18","2020Bas115_1a","2020Bas115",0,10,0,1,28
"2020Bas115_1a_enio31","2020Bas115_1a","2020Bas115",5,10,0.5,1,24
"2020Bas115_1a_enst06","2020Bas115_1a","2020Bas115",5,10,0.5,1,24
"2020Bas115_1a_epso27","2020Bas115_1a","2020Bas115",3,10,0.3,0,28
"2020Bas115_1a_eqke26","2020Bas115_1a","2020Bas115",4,10,0.4,1,19
"2020Bas115_1a_ermo30","2020Bas115_1a","2020Bas115",4,10,0.4,0,36
"2020Bas115_1a_esaa28","2020Bas115_1a","2020Bas115",5,10,0.5,0,29
"2020Bas115_1a_hamo15","2020Bas115_1a","2020Bas115",5,10,0.5,1,22
"2020Bas115_1a_hdbu25","2020Bas115_1a","2020Bas115",0,10,0,0,23
"2020Bas115_1a_hdgs17","2020Bas115_1a","2020Bas115",5,10,0.5,0,50
"2020Bas115_1a_herr04","2020Bas115_1a","2020Bas115",5,10,0.5,1,24
"2020Bas115_1a_hewr16","2020Bas115_1a","2020Bas115",5,10,0.5,0,33
"2020Bas115_1a_hgjh12","2020Bas115_1a","2020Bas115",5,10,0.5,0,29
"2020Bas115_1a_hhvo24","2020Bas115_1a","2020Bas115",5,10,0.5,0,26
"2020Bas115_1a_hiro05","2020Bas115_1a","2020Bas115",5,10,0.5,1,20
"2020Bas115_1a_hkmo04","2020Bas115_1a","2020Bas115",5,10,0.5,1,22
"2020Bas115_1a_hkui11","2020Bas115_1a","2020Bas115",5,10,0.5,0,22
"2020Bas115_1a_hlwu17","2020Bas115_1a","2020Bas115",5,10,0.5,0,24
"2020Bas115_1a_hsms10","2020Bas115_1a","2020Bas115",5,10,0.5,0,23
"2020Bas115_1a_iada30","2020Bas115_1a","2020Bas115",5,10,0.5,0,23
"2020Bas115_1a_iamo07","2020Bas115_1a","2020Bas115",3,10,0.3,1,20
"2020Bas115_1a_iana07","2020Bas115_1a","2020Bas115",5,10,0.5,1,21
"2020Bas115_1a_ibje31","2020Bas115_1a","2020Bas115",5,10,0.5,1,19
"2020Bas115_1a_icml11","2020Bas115_1a","2020Bas115",5,10,0.5,0,31
"2020Bas115_1a_idfa15","2020Bas115_1a","2020Bas115",5,10,0.5,1,23
"2020Bas115_1a_idte12","2020Bas115_1a","2020Bas115",5,10,0.5,1,26
"2020Bas115_1a_iduh08","2020Bas115_1a","2020Bas115",5,10,0.5,0,25
"2020Bas115_1a_ihti25","2020Bas115_1a","2020Bas115",0,10,0,0,24
"2020Bas115_1a_ijpa04","2020Bas115_1a","2020Bas115",4,10,0.4,0,34
"2020Bas115_1a_ikpu19","2020Bas115_1a","2020Bas115",5,10,0.5,1,22
"2020Bas115_1a_iktu28","2020Bas115_1a","2020Bas115",5,10,0.5,1,22
"2020Bas115_1a_ilva15","2020Bas115_1a","2020Bas115",0,10,0,0,24
"2020Bas115_1a_imko08","2020Bas115_1a","2020Bas115",5,10,0.5,1,18
"2020Bas115_1a_immo26","2020Bas115_1a","2020Bas115",5,10,0.5,1,21
"2020Bas115_1a_isma31","2020Bas115_1a","2020Bas115",5,10,0.5,0,22
"2020Bas115_1a_lbni25","2020Bas115_1a","2020Bas115",5,10,0.5,1,26
"2020Bas115_1a_lbpo06","2020Bas115_1a","2020Bas115",4,10,0.4,1,23
"2020Bas115_1a_leao21","2020Bas115_1a","2020Bas115",4,10,0.4,0,33
"2020Bas115_1a_llla15","2020Bas115_1a","2020Bas115",2,10,0.2,1,22
"2020Bas115_1a_lmme07","2020Bas115_1a","2020Bas115",3,10,0.3,1,19
"2020Bas115_1a_lowu09","2020Bas115_1a","2020Bas115",5,10,0.5,1,33
"2020Bas115_1a_lpoe28","2020Bas115_1a","2020Bas115",5,10,0.5,1,20
"2020Bas115_1a_mnso03","2020Bas115_1a","2020Bas115",5,10,0.5,1,30
"2020Bas115_1a_nebv16","2020Bas115_1a","2020Bas115",4,10,0.4,1,64
"2020Bas115_1a_neta02","2020Bas115_1a","2020Bas115",5,10,0.5,1,25
"2020Bas115_1a_nfka07","2020Bas115_1a","2020Bas115",5,10,0.5,1,30
"2020Bas115_1a_ngwi08","2020Bas115_1a","2020Bas115",5,10,0.5,1,28
"2020Bas115_1a_nibu28","2020Bas115_1a","2020Bas115",5,10,0.5,1,50
"2020Bas115_1a_niro12","2020Bas115_1a","2020Bas115",5,10,0.5,1,23
"2020Bas115_1a_nosn13","2020Bas115_1a","2020Bas115",5,10,0.5,1,20
"2020Bas115_1a_nreo23","2020Bas115_1a","2020Bas115",5,10,0.5,1,38
"2020Bas115_1a_ntto18","2020Bas115_1a","2020Bas115",5,10,0.5,1,27
"2020Bas115_1a_oato07","2020Bas115_1a","2020Bas115",0,10,0,0,27
"2020Bas115_1a_oauu02","2020Bas115_1a","2020Bas115",4,10,0.4,1,18
"2020Bas115_1a_oawo04","2020Bas115_1a","2020Bas115",5,10,0.5,1,28
"2020Bas115_1a_oawo25","2020Bas115_1a","2020Bas115",3,10,0.3,0,30
"2020Bas115_1a_omga10","2020Bas115_1a","2020Bas115",3,10,0.3,0,35
"2020Bas115_1a_ommo29","2020Bas115_1a","2020Bas115",5,10,0.5,0,21
"2020Bas115_1a_rbnu11","2020Bas115_1a","2020Bas115",4,10,0.4,1,23
"2020Bas115_1a_rsfr12","2020Bas115_1a","2020Bas115",5,10,0.5,0,24
"2020Bas115_1a_ruao05","2020Bas115_1a","2020Bas115",4,10,0.4,1,38
"2020Bas115_1a_sheo06","2020Bas115_1a","2020Bas115",0,10,0,1,24
"2020Bas115_1a_tvno14","2020Bas115_1a","2020Bas115",5,10,0.5,0,26
"2020Bas115_1a_ubsr28","2020Bas115_1a","2020Bas115",4,10,0.4,1,24
"2020Bas115_1a_ujme09","2020Bas115_1a","2020Bas115",5,10,0.5,1,26
"2020Bas115_1a_umfg04","2020Bas115_1a","2020Bas115",5,10,0.5,1,30
"2020Bas115_1a_umpo31","2020Bas115_1a","2020Bas115",5,10,0.5,0,20
"2020Bas115_1a_unsi02","2020Bas115_1a","2020Bas115",5,10,0.5,0,26
"2020Bas115_1a_urro02","2020Bas115_1a","2020Bas115",4,10,0.4,1,24
"2020Bas115_1a_vbrb20","2020Bas115_1a","2020Bas115",2,10,0.2,1,32
"2020Bas115_1a_vuep24","2020Bas115_1a","2020Bas115",5,10,0.5,1,23
"2020Bas115_1a_ymmo28","2020Bas115_1a","2020Bas115",3,10,0.3,1,36
